table_schema,table_name,column_name,data_type,matched_terms
public,property_set_ifc_objects,property_sets_id,bigint,"ifc, object, property"
public,qr_code,jhi_type,character varying,type
public,qr_code,physical_object_id,bigint,object
public,qr_code,physical_object_type,character varying,"object, type"
public,qr_code,virtual_object_id,bigint,object
public,qr_code,virtual_object_type,character varying,"object, type"
public,qr_code,project_id,bigint,project
public,resource,category,character varying,category
public,resource,ext_object,character varying,object
public,resource,image_guid,character varying,guid
public,resource,owning_facility_id,bigint,facility
public,resource,created_date,timestamp without time zone,date
public,resource,last_modified_date,timestamp without time zone,date
public,resource,predefined_type,character varying,type
public,resource_attributes,attributes_id,bigint,attribute
public,resource_attributes,resources_id,bigint,attribute
public,resource_attributes_aud,resources_id,bigint,attribute
public,resource_attributes_aud,attributes_id,bigint,attribute
public,resource_attributes_aud,rev,bigint,attribute
public,resource_attributes_aud,revend,bigint,attribute
public,resource_attributes_aud,revtype,smallint,"attribute, type"
public,resource_aud,category,character varying,category
public,resource_aud,ext_object,character varying,object
public,resource_aud,image_guid,character varying,guid
public,resource_aud,owning_facility_id,bigint,facility
public,resource_aud,revtype,smallint,type
public,resource_aud,created_date,timestamp without time zone,date
public,resource_aud,last_modified_date,timestamp without time zone,date
public,resource_aud,predefined_type,character varying,type
public,resource_documents_aud,revtype,smallint,type
public,resource_impacts_aud,revtype,smallint,type
public,revision_lookup,entity_type,character varying,type
public,revision_lookup,object_id,bigint,object
public,revision_lookup,facility_id,bigint,facility
public,search_entity,entity_type,character varying,type
public,search_entity,attributes,jsonb,attribute
public,search_entity,owning_facility_id,bigint,facility
public,search_entity,project_id,bigint,project
public,sla_time_config,project_id,bigint,project
public,sla_time_config,created_date,timestamp without time zone,date
public,sla_time_config,last_modified_date,timestamp without time zone,date
public,sla_time_exception,date,date,date
public,sla_time_exception,project_id,bigint,project
public,sla_time_exception,created_date,timestamp without time zone,date
public,sla_time_exception,last_modified_date,timestamp without time zone,date
public,smart_data_preference,type,character varying,type
public,smart_data_preference,owning_facility_id,bigint,facility
public,space,id,bigint,space
public,space,name,character varying,space
public,space,created_on,timestamp without time zone,space
public,space,ext_system,character varying,space
public,space,ext_object,character varying,"object, space"
public,space,ext_identifier,character varying,space
public,space,category,character varying,"category, space"
public,space,room_tag,character varying,"room, space"
public,space,gross_area,numeric,"area, space"
public,space,net_area,numeric,"area, space"
public,space,usable_height,numeric,"height, space"
public,space,image_guid,character varying,"guid, space"
public,space,owning_facility_id,bigint,"facility, space"
public,space,created_by_id,bigint,space
public,space,floor_id,bigint,"floor, space"
public,space,parent_id,bigint,space
public,space,ifc_reference,character varying,"ifc, space"
public,space,created_by_user,character varying,space
public,space,created_date,timestamp without time zone,"date, space"
public,space,last_modified_by,character varying,space
public,space,last_modified_date,timestamp without time zone,"date, space"
public,space,jhi_version,bigint,space
public,space,predefined_type,character varying,"space, type"
public,space,model_id,bigint,space
public,space,description_txt,text,space
public,space_attributes,attributes_id,bigint,"attribute, space"
public,space_attributes,spaces_id,bigint,"attribute, space"
public,space_attributes_aud,spaces_id,bigint,"attribute, space"
public,space_attributes_aud,attributes_id,bigint,"attribute, space"
public,space_attributes_aud,rev,bigint,"attribute, space"
public,space_attributes_aud,revend,bigint,"attribute, space"
public,space_attributes_aud,revtype,smallint,"attribute, space, type"
public,space_aud,id,bigint,space
public,space_aud,name,character varying,space
public,space_aud,created_on,timestamp without time zone,space
public,space_aud,ext_system,character varying,space
public,space_aud,ext_object,character varying,"object, space"
public,space_aud,ext_identifier,character varying,space
public,space_aud,category,character varying,"category, space"
public,space_aud,room_tag,character varying,"room, space"
public,space_aud,gross_area,numeric,"area, space"
public,space_aud,net_area,numeric,"area, space"
public,space_aud,usable_height,numeric,"height, space"
public,space_aud,ifc_reference,character varying,"ifc, space"
public,space_aud,image_guid,character varying,"guid, space"
public,space_aud,owning_facility_id,bigint,"facility, space"
public,space_aud,created_by_id,bigint,space
public,space_aud,floor_id,bigint,"floor, space"
public,space_aud,parent_id,bigint,space
public,space_aud,rev,bigint,space
public,space_aud,revend,bigint,space
public,space_aud,revtype,smallint,"space, type"
public,space_aud,created_by_user,character varying,space
public,space_aud,created_date,timestamp without time zone,"date, space"
public,space_aud,last_modified_by,character varying,space
public,space_aud,last_modified_date,timestamp without time zone,"date, space"
public,space_aud,predefined_type,character varying,"space, type"
public,space_aud,description_txt,text,space
public,space_components,components_id,bigint,"component, space"
public,space_components,spaces_id,bigint,"component, space"
public,space_components_aud,spaces_id,bigint,"component, space"
public,space_components_aud,components_id,bigint,"component, space"
public,space_components_aud,rev,bigint,"component, space"
public,space_components_aud,revend,bigint,"component, space"
public,space_components_aud,revtype,smallint,"component, space, type"
public,space_documents,documents_id,bigint,space
public,space_documents,spaces_id,bigint,space
public,space_documents_aud,spaces_id,bigint,space
public,space_documents_aud,documents_id,bigint,space
public,space_documents_aud,rev,bigint,space
public,space_documents_aud,revend,bigint,space
public,space_documents_aud,revtype,smallint,"space, type"
public,space_impacts,impacts_id,bigint,space
public,space_impacts,spaces_id,bigint,space
public,space_impacts_aud,spaces_id,bigint,space
public,space_impacts_aud,impacts_id,bigint,space
public,space_impacts_aud,rev,bigint,space
public,space_impacts_aud,revend,bigint,space
public,space_impacts_aud,revtype,smallint,"space, type"
public,space_zones,zones_id,bigint,space
public,space_zones,spaces_id,bigint,space
public,space_zones_aud,spaces_id,bigint,space
public,space_zones_aud,zones_id,bigint,space
public,space_zones_aud,rev,bigint,space
public,space_zones_aud,revend,bigint,space
public,space_zones_aud,revtype,smallint,"space, type"
public,spare,category,character varying,category
public,spare,ext_object,character varying,object
public,spare,image_guid,character varying,guid
public,spare,owning_facility_id,bigint,facility
public,spare,created_date,timestamp without time zone,date
public,spare,last_modified_date,timestamp without time zone,date
public,spare,predefined_type,character varying,type
public,spare_attributes,attributes_id,bigint,attribute
public,spare_attributes,spares_id,bigint,attribute
public,spare_attributes_aud,spares_id,bigint,attribute
public,spare_attributes_aud,attributes_id,bigint,attribute
public,spare_attributes_aud,rev,bigint,attribute
public,spare_attributes_aud,revend,bigint,attribute
public,spare_attributes_aud,revtype,smallint,"attribute, type"
public,spare_aud,category,character varying,category
public,spare_aud,ext_object,character varying,object
public,spare_aud,image_guid,character varying,guid
public,spare_aud,owning_facility_id,bigint,facility
public,spare_aud,revtype,smallint,type
public,spare_aud,created_date,timestamp without time zone,date
public,spare_aud,last_modified_date,timestamp without time zone,date
public,spare_aud,predefined_type,character varying,type
public,spare_documents_aud,revtype,smallint,type
public,spare_impacts_aud,revtype,smallint,type
public,spare_suppliers_aud,revtype,smallint,type
public,sub_project,id,bigint,project
public,sub_project,name,character varying,project
public,sub_project,description,character varying,project
public,sub_project,status,bigint,project
public,sub_project,contact_id,bigint,project
public,sub_project,project_id,bigint,project
public,sub_project,created_by_user,character varying,project
public,sub_project,created_date,timestamp without time zone,"date, project"
public,sub_project,last_modified_by,character varying,project
public,sub_project,last_modified_date,timestamp without time zone,"date, project"
public,sub_project_contacts,contacts_id,bigint,project
public,sub_project_contacts,sub_projects_id,bigint,project
public,supplementary_agreement,contract_date,date,date
public,supplementary_agreement,offer_date,date,date
public,supplementary_agreement,created_date,timestamp without time zone,date
public,supplementary_agreement,last_modified_date,timestamp without time zone,date
public,supplementary_agreement_aud,contract_date,date,date
public,supplementary_agreement_aud,offer_date,date,date
public,supplementary_agreement_aud,revtype,smallint,type
public,supplementary_agreement_aud,created_date,timestamp without time zone,date
public,supplementary_agreement_aud,last_modified_date,timestamp without time zone,date
public,system,category,character varying,category
public,system,ext_object,character varying,object
public,system,image_guid,character varying,guid
public,system,owning_facility_id,bigint,facility
public,system,ifc_reference,character varying,ifc
public,system,created_date,timestamp without time zone,date
public,system,last_modified_date,timestamp without time zone,date
public,system,predefined_type,character varying,type
public,system_acceptors_aud,revtype,smallint,type
public,system_assignees_aud,revtype,smallint,type
public,system_attributes,attributes_id,bigint,attribute
public,system_attributes,systems_id,bigint,attribute
public,system_attributes_aud,systems_id,bigint,attribute
public,system_attributes_aud,attributes_id,bigint,attribute
public,system_attributes_aud,rev,bigint,attribute
public,system_attributes_aud,revend,bigint,attribute
public,system_attributes_aud,revtype,smallint,"attribute, type"
public,system_aud,category,character varying,category
public,system_aud,ext_object,character varying,object
public,system_aud,image_guid,character varying,guid
public,system_aud,ifc_reference,character varying,ifc
public,system_aud,owning_facility_id,bigint,facility
public,system_aud,revtype,smallint,type
public,system_aud,created_date,timestamp without time zone,date
public,system_aud,last_modified_date,timestamp without time zone,date
public,system_aud,predefined_type,character varying,type
public,system_documents_aud,revtype,smallint,type
public,system_impacts_aud,revtype,smallint,type
public,system_reviewers_aud,revtype,smallint,type
public,system_watchers_aud,revtype,smallint,type
public,table_definition,measure_type,character varying,type
public,table_definition,data_type,character varying,type
public,table_definition,ifc_data_type,character varying,"ifc, type"
public,table_definition,unit_type_id,bigint,type
public,task,category,character varying,category
public,task,due_date,timestamp without time zone,date
public,task,project_id,bigint,project
public,task,facility_id,bigint,facility
public,task,created_date,timestamp without time zone,date
public,task,last_modified_date,timestamp without time zone,date
public,task,sub_project_id,bigint,project
public,task,due_date_review,timestamp without time zone,date
public,task,due_date_acceptance,timestamp without time zone,date
public,task_relation,relation_type,character varying,type
public,task_relation,category,character varying,category
public,task_relation_comment,created_date,timestamp without time zone,date
public,task_relation_comment,last_modified_date,timestamp without time zone,date
public,task_relation_template,relation_type,character varying,type
public,task_time_recording,created_date,timestamp without time zone,date
public,task_time_recording,last_modified_date,timestamp without time zone,date
public,technical_system,category,character varying,category
public,technical_system,ext_object,character varying,object
public,technical_system,image_guid,character varying,guid
public,technical_system,owning_facility_id,bigint,facility
public,technical_system,predefined_type,character varying,type
public,technical_system,ifc_reference,character varying,ifc
public,technical_system,created_date,timestamp without time zone,date
public,technical_system,last_modified_date,timestamp without time zone,date
public,technical_system_asset_components,asset_components_id,bigint,"asset, component"
public,technical_system_asset_components,technical_systems_id,bigint,"asset, component"
public,technical_system_asset_components_aud,technical_systems_id,bigint,"asset, component"
public,technical_system_asset_components_aud,asset_components_id,bigint,"asset, component"
public,technical_system_asset_components_aud,rev,bigint,"asset, component"
public,technical_system_asset_components_aud,revend,bigint,"asset, component"
public,technical_system_asset_components_aud,revtype,smallint,"asset, component, type"
public,technical_system_attributes,attributes_id,bigint,attribute
public,technical_system_attributes,technical_systems_id,bigint,attribute
public,technical_system_attributes_aud,technical_systems_id,bigint,attribute
public,technical_system_attributes_aud,attributes_id,bigint,attribute
public,technical_system_attributes_aud,rev,bigint,attribute
public,technical_system_attributes_aud,revend,bigint,attribute
public,technical_system_attributes_aud,revtype,smallint,"attribute, type"
public,technical_system_aud,category,character varying,category
public,technical_system_aud,ext_object,character varying,object
public,technical_system_aud,image_guid,character varying,guid
public,technical_system_aud,owning_facility_id,bigint,facility
public,technical_system_aud,predefined_type,character varying,type
public,technical_system_aud,ifc_reference,character varying,ifc
public,technical_system_aud,created_date,timestamp without time zone,date
public,technical_system_aud,last_modified_date,timestamp without time zone,date
public,technical_system_aud,revtype,smallint,type
public,technical_system_documents_aud,revtype,smallint,type
public,technical_system_impacts_aud,revtype,smallint,type
public,technical_system_systems_aud,revtype,smallint,type
public,theme,logo_content_type,character varying,type
public,theme,splashscreen_content_type,character varying,type
public,type,id,bigint,type
public,type,name,character varying,type
public,type,created_on,timestamp without time zone,type
public,type,ext_system,character varying,type
public,type,ext_object,character varying,"object, type"
public,type,ext_identifier,character varying,type
public,type,category,character varying,"category, type"
public,type,nominal_length,numeric,"length, type"
public,type,nominal_width,numeric,"type, width"
public,type,nominal_height,numeric,"height, type"
public,type,expected_life,numeric,type
public,type,replacement_cost,numeric,type
public,type,warranty_duration_labor,numeric,type
public,type,warranty_duration_parts,numeric,type
public,type,model_reference,character varying,type
public,type,color,character varying,type
public,type,sustainability_performance,character varying,type
public,type,accessibility_performance,character varying,type
public,type,warranty_description,character varying,type
public,type,finish,character varying,type
public,type,shape,character varying,type
public,type,asset_type,character varying,"asset, type"
public,type,zize,character varying,type
public,type,material,character varying,type
public,type,code_performance,character varying,type
public,type,grade,character varying,type
public,type,model_number,character varying,type
public,type,constituents,character varying,type
public,type,image_guid,character varying,"guid, type"
public,type,owning_facility_id,bigint,"facility, type"
public,type,created_by_id,bigint,type
public,type,manufacturer_id,bigint,type
public,type,warranty_guarantor_labor_id,bigint,type
public,type,warranty_guarantor_parts_id,bigint,type
public,type,warranty_duration_unit_id,bigint,type
public,type,duration_unit_id,bigint,type
public,type,is_template,boolean,type
public,type,created_by_user,character varying,type
public,type,created_date,timestamp without time zone,"date, type"
public,type,last_modified_by,character varying,type
public,type,last_modified_date,timestamp without time zone,"date, type"
public,type,jhi_version,bigint,type
public,type,system_id,bigint,type
public,type,predefined_type,character varying,type
public,type,model_id,bigint,type
public,type,description_txt,text,type
public,type,features_txt,text,type
public,type_assembly,id,bigint,type
public,type_assembly,name,character varying,type
public,type_assembly,created_on,timestamp without time zone,type
public,type_assembly,assembly_type,character varying,type
public,type_assembly,ext_system,character varying,type
public,type_assembly,ext_object,character varying,"object, type"
public,type_assembly,ext_identifier,character varying,type
public,type_assembly,image_guid,character varying,"guid, type"
public,type_assembly,owning_facility_id,bigint,"facility, type"
public,type_assembly,created_by_id,bigint,type
public,type_assembly,parent_id,bigint,type
public,type_assembly,created_by_user,character varying,type
public,type_assembly,created_date,timestamp without time zone,"date, type"
public,type_assembly,last_modified_by,character varying,type
public,type_assembly,last_modified_date,timestamp without time zone,"date, type"
public,type_assembly,jhi_version,bigint,type
public,type_assembly,system_id,bigint,type
public,type_assembly,predefined_type,character varying,type
public,type_assembly,model_id,bigint,type
public,type_assembly,description_txt,text,type
public,type_assembly_attributes,attributes_id,bigint,"attribute, type"
public,type_assembly_attributes,type_assemblies_id,bigint,"attribute, type"
public,type_assembly_attributes_aud,type_assemblies_id,bigint,"attribute, type"
public,type_assembly_attributes_aud,attributes_id,bigint,"attribute, type"
public,type_assembly_attributes_aud,rev,bigint,"attribute, type"
public,type_assembly_attributes_aud,revend,bigint,"attribute, type"
public,type_assembly_attributes_aud,revtype,smallint,"attribute, type"
public,type_assembly_aud,id,bigint,type
public,type_assembly_aud,name,character varying,type
public,type_assembly_aud,created_on,timestamp without time zone,type
public,type_assembly_aud,assembly_type,character varying,type
public,type_assembly_aud,ext_system,character varying,type
public,type_assembly_aud,ext_object,character varying,"object, type"
public,type_assembly_aud,ext_identifier,character varying,type
public,type_assembly_aud,image_guid,character varying,"guid, type"
public,type_assembly_aud,owning_facility_id,bigint,"facility, type"
public,type_assembly_aud,created_by_id,bigint,type
public,type_assembly_aud,parent_id,bigint,type
public,type_assembly_aud,rev,bigint,type
public,type_assembly_aud,revend,bigint,type
public,type_assembly_aud,revtype,smallint,type
public,type_assembly_aud,created_by_user,character varying,type
public,type_assembly_aud,created_date,timestamp without time zone,"date, type"
public,type_assembly_aud,last_modified_by,character varying,type
public,type_assembly_aud,last_modified_date,timestamp without time zone,"date, type"
public,type_assembly_aud,system_id,bigint,type
public,type_assembly_aud,predefined_type,character varying,type
public,type_assembly_aud,description_txt,text,type
public,type_assembly_documents,documents_id,bigint,type
public,type_assembly_documents,type_assemblies_id,bigint,type
public,type_assembly_documents_aud,type_assemblies_id,bigint,type
public,type_assembly_documents_aud,documents_id,bigint,type
public,type_assembly_documents_aud,rev,bigint,type
public,type_assembly_documents_aud,revend,bigint,type
public,type_assembly_documents_aud,revtype,smallint,type
public,type_assembly_impacts,impacts_id,bigint,type
public,type_assembly_impacts,type_assemblies_id,bigint,type
public,type_assembly_impacts_aud,type_assemblies_id,bigint,type
public,type_assembly_impacts_aud,impacts_id,bigint,type
public,type_assembly_impacts_aud,rev,bigint,type
public,type_assembly_impacts_aud,revend,bigint,type
public,type_assembly_impacts_aud,revtype,smallint,type
public,type_assembly_types,types_id,bigint,type
public,type_assembly_types,type_assemblies_id,bigint,type
public,type_assembly_types_aud,type_assemblies_id,bigint,type
public,type_assembly_types_aud,types_id,bigint,type
public,type_assembly_types_aud,rev,bigint,type
public,type_assembly_types_aud,revend,bigint,type
public,type_assembly_types_aud,revtype,smallint,type
public,type_attributes,attributes_id,bigint,"attribute, type"
public,type_attributes,types_id,bigint,"attribute, type"
public,type_attributes_aud,types_id,bigint,"attribute, type"
public,type_attributes_aud,attributes_id,bigint,"attribute, type"
public,type_attributes_aud,rev,bigint,"attribute, type"
public,type_attributes_aud,revend,bigint,"attribute, type"
public,type_attributes_aud,revtype,smallint,"attribute, type"
public,type_aud,id,bigint,type
public,type_aud,name,character varying,type
public,type_aud,created_on,timestamp without time zone,type
public,type_aud,ext_system,character varying,type
public,type_aud,ext_object,character varying,"object, type"
public,type_aud,ext_identifier,character varying,type
public,type_aud,category,character varying,"category, type"
public,type_aud,nominal_length,numeric,"length, type"
public,type_aud,nominal_width,numeric,"type, width"
public,type_aud,nominal_height,numeric,"height, type"
public,type_aud,expected_life,numeric,type
public,type_aud,replacement_cost,numeric,type
public,type_aud,warranty_duration_labor,numeric,type
public,type_aud,warranty_duration_parts,numeric,type
public,type_aud,model_reference,character varying,type
public,type_aud,color,character varying,type
public,type_aud,sustainability_performance,character varying,type
public,type_aud,accessibility_performance,character varying,type
public,type_aud,warranty_description,character varying,type
public,type_aud,finish,character varying,type
public,type_aud,shape,character varying,type
public,type_aud,asset_type,character varying,"asset, type"
public,type_aud,zize,character varying,type
public,type_aud,material,character varying,type
public,type_aud,code_performance,character varying,type
public,type_aud,grade,character varying,type
public,type_aud,model_number,character varying,type
public,type_aud,constituents,character varying,type
public,type_aud,image_guid,character varying,"guid, type"
public,type_aud,is_template,boolean,type
public,type_aud,owning_facility_id,bigint,"facility, type"
public,type_aud,created_by_id,bigint,type
public,type_aud,manufacturer_id,bigint,type
public,type_aud,warranty_guarantor_labor_id,bigint,type
public,type_aud,warranty_guarantor_parts_id,bigint,type
public,type_aud,warranty_duration_unit_id,bigint,type
public,type_aud,duration_unit_id,bigint,type
public,type_aud,rev,bigint,type
public,type_aud,revend,bigint,type
public,type_aud,revtype,smallint,type
public,type_aud,created_by_user,character varying,type
public,type_aud,created_date,timestamp without time zone,"date, type"
public,type_aud,last_modified_by,character varying,type
public,type_aud,last_modified_date,timestamp without time zone,"date, type"
public,type_aud,system_id,bigint,type
public,type_aud,predefined_type,character varying,type
public,type_aud,description_txt,text,type
public,type_aud,features_txt,text,type
public,type_documents,documents_id,bigint,type
public,type_documents,types_id,bigint,type
public,type_documents_aud,types_id,bigint,type
public,type_documents_aud,documents_id,bigint,type
public,type_documents_aud,rev,bigint,type
public,type_documents_aud,revend,bigint,type
public,type_documents_aud,revtype,smallint,type
public,type_filter_definition,id,bigint,type
public,type_filter_definition,attribute,character varying,"attribute, type"
public,type_filter_definition,value,character varying,type
public,type_filter_definition,template_id,bigint,type
public,type_filter_template,id,bigint,type
public,type_filter_template,type_id,bigint,type
public,type_filter_template,owning_facility_id,bigint,"facility, type"
public,type_filter_template,model_category,character varying,"category, type"
public,type_impacts,impacts_id,bigint,type
public,type_impacts,types_id,bigint,type
public,type_impacts_aud,types_id,bigint,type
public,type_impacts_aud,impacts_id,bigint,type
public,type_impacts_aud,rev,bigint,type
public,type_impacts_aud,revend,bigint,type
public,type_impacts_aud,revtype,smallint,type
public,type_spares,spares_id,bigint,type
public,type_spares,types_id,bigint,type
public,type_spares_aud,types_id,bigint,type
public,type_spares_aud,spares_id,bigint,type
public,type_spares_aud,rev,bigint,type
public,type_spares_aud,revend,bigint,type
public,type_spares_aud,revtype,smallint,type
public,unit,unit_type_id,bigint,type
public,unit,created_date,timestamp without time zone,date
public,unit,last_modified_date,timestamp without time zone,date
public,unit_aud,unit_type_id,bigint,type
public,unit_aud,revtype,smallint,type
public,unit_aud,created_date,timestamp without time zone,date
public,unit_aud,last_modified_date,timestamp without time zone,date
public,unit_type,id,bigint,type
public,unit_type,name,character varying,type
public,viewer_appearance,ifc_object_id,bigint,"ifc, object"
public,viewer_appearance,type,character varying,type
public,viewer_appearance,property_id,bigint,property
public,viewer_appearance,owning_facility_id,bigint,facility
public,viewer_settings,owning_facility_id,bigint,facility
public,viewer_settings,is_space_pickable,boolean,space
public,viewpoint,guid,character varying,guid
public,viewpoint,owning_facility_id,bigint,facility
public,warranty_reminder,facility_id,bigint,facility
public,zone,ext_object,character varying,object
public,zone,category,character varying,category
public,zone,image_guid,character varying,guid
public,zone,owning_facility_id,bigint,facility
public,zone,ifc_reference,character varying,ifc
public,zone,created_date,timestamp without time zone,date
public,zone,last_modified_date,timestamp without time zone,date
public,zone,predefined_type,character varying,type
public,zone_attributes,attributes_id,bigint,attribute
public,zone_attributes,zones_id,bigint,attribute
public,zone_attributes_aud,zones_id,bigint,attribute
public,zone_attributes_aud,attributes_id,bigint,attribute
public,zone_attributes_aud,rev,bigint,attribute
public,zone_attributes_aud,revend,bigint,attribute
public,zone_attributes_aud,revtype,smallint,"attribute, type"
public,zone_aud,ext_object,character varying,object
public,zone_aud,category,character varying,category
public,zone_aud,ifc_reference,character varying,ifc
public,zone_aud,image_guid,character varying,guid
public,zone_aud,owning_facility_id,bigint,facility
public,zone_aud,revtype,smallint,type
public,zone_aud,created_date,timestamp without time zone,date
public,zone_aud,last_modified_date,timestamp without time zone,date
public,zone_aud,predefined_type,character varying,type
public,zone_documents_aud,revtype,smallint,type
public,zone_impacts_aud,revtype,smallint,type
